colClues,difficulty,number,rowClues,sizeCol,sizeRow,solution,title
"0 ,0 ,0 ,8,0 ,0 ,0 ,6,0 ,0 ,2,2,0 ,2,3,4,0 ,0 ,7,2,0 ,0 ,0 ,14,0 ,0 ,0 ,15,0 ,0 ,0 ,15,0 ,0 ,0 ,15,0 ,3,6,4,1,1,2,4,2,2,2,2,0 ,0 ,3,3",10-Mar,9991,"0 ,0 ,0 ,2,2,0 ,0 ,0 ,0 ,1,0 ,0 ,0 ,0 ,0 ,0 ,1,0 ,10,5,7,0 ,0 ,1,0 ,5,6,7,1,0 ,0 ,0 ,6,12,2,1,2,12,10,6,7,2,1,2,7,6,5,1",13,16,http://static.nonograms.org/files/nonograms/large/parovozik8_12_1_1p.png,Locomotive
"0 ,0 ,0 ,3,0 ,0 ,3,2,0 ,0 ,0 ,6,0 ,0 ,0 ,2,0 ,0 ,0 ,3,0 ,0 ,0 ,3,0 ,0 ,0 ,2,0 ,0 ,0 ,3,0 ,0 ,2,4,0 ,2,6,1,2,3,3,1,0 ,6,3,2,0 ,0 ,4,4",10-Mar,13263,"0 ,0 ,2,3,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2,4,4,4,5,2,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,3,6,2,2,3,3,3,2,2,3,3,3,2,1,2,3",13,16,http://static.nonograms.org/files/nonograms/large/zmeya20_12_1_1p.png,Snake
"0 ,0 ,3,0 ,2,2,0 ,0 ,6,0 ,1,2,0 ,0 ,2,0 ,0 ,3,0 ,0 ,3,3,4,4,0 ,3,9,0 ,9,3,0 ,6,3,0 ,0 ,10,0 ,0 ,7",10-Mar,13722,"0 ,0 ,0 ,1,3,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2,3,1,3,6,4,3,3,3,1,0 ,0 ,0 ,0 ,1,3,5,7,4,5,6,2,2,2,2,5,4,3,1",13,15,http://static.nonograms.org/files/nonograms/large/lebed23_12_1_1p.png,Swan
"0 ,0 ,0 ,15,0 ,0 ,2,2,0 ,0 ,3,3,1,2,2,1,1,2,2,1,1,2,2,1,1,2,2,1,0 ,1,5,1,0 ,1,3,1,0 ,0 ,1,1,0 ,0 ,1,1,0 ,0 ,1,1,0 ,0 ,0 ,15",10-Feb,8506,"0 ,0 ,1,1,1,1,1,1,1,1,1,1,1,1,1,0 ,0 ,0 ,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,0 ,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11",13,17,http://static.nonograms.org/files/nonograms/large/pismo4_12_1_1p.png,Letter
"0 ,0 ,2,0 ,0 ,2,0 ,0 ,2,0 ,0 ,1,0 ,0 ,5,1,1,1,1,2,1,3,2,1,0 ,1,1,0 ,1,1,0 ,2,2,0 ,1,2,0 ,1,1,0 ,2,2",10-Mar,20133,"0 ,0 ,0 ,3,0 ,0 ,0 ,2,0 ,0 ,1,3,1,0 ,1,1,2,2,1,1,4,2,9,2,3,1,3",14,9,http://static.nonograms.org/files/nonograms/large/stikmen_12_1_1p.png,Stickman
"0 ,9,1,1,0 ,9,1,7,1,5,1,3,0 ,3,0 ,1,0 ,1,0 ,1,0 ,1,0 ,1,0 ,1,0 ,5",10-Feb,2941,"0 ,0 ,1,1,0 ,0 ,0 ,0 ,0 ,0 ,1,2,3,0 ,1,1,0 ,0 ,0 ,1,1,1,1,5,4,1,0 ,4,1,1,1,12,1,1,3,4",14,9,http://static.nonograms.org/files/nonograms/large/bokal2_12_1_1p.png,Glass
"0 ,0 ,0 ,2,2,0 ,0 ,1,1,1,1,1,1,1,1,0 ,1,1,1,1,0 ,0 ,0 ,2,2,0 ,1,1,1,1,1,1,1,1,1,0 ,0 ,1,1,1,0 ,0 ,0 ,0 ,5,0 ,0 ,0 ,0 ,1,0 ,0 ,0 ,1,1,0 ,0 ,0 ,2,1,0 ,0 ,0 ,0 ,2,0 ,0 ,0 ,0 ,1",10-May,2935,"0 ,0 ,1,0 ,0 ,0 ,1,0 ,0 ,0 ,0 ,1,1,0 ,1,1,0 ,0 ,0 ,0 ,1,1,0 ,1,1,0 ,0 ,0 ,1,1,1,0 ,1,1,1,0 ,2,1,1,1,2,1,1,1,2,2,1,1,1,8,1,1,1,2",14,9,http://static.nonograms.org/files/nonograms/large/cvetok14_12_1_1p.png,Flower
"0 ,4,3,1,0 ,3,0 ,2,0 ,2,0 ,2,0 ,5,0 ,6,0 ,7,0 ,7,0 ,1,0 ,1,0 ,1,0 ,2",10-Mar,2763,"0 ,0 ,0 ,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,3,0 ,0 ,0 ,0 ,0 ,0 ,2,3,4,4,0 ,0 ,0 ,0 ,1,4,6,1,8,4,3,2,1",14,9,http://static.nonograms.org/files/nonograms/large/flamingo4_12_1_1p.png,Flamingo
"0 ,0 ,4,0 ,1,1,0 ,0 ,2,1,2,1,0 ,0 ,10,1,2,1,0 ,0 ,2,0 ,0 ,2,0 ,0 ,2,2,2,2,2,2,2,0 ,0 ,8,0 ,0 ,6,0 ,0 ,2",10-Feb,17001,"0 ,0 ,0 ,2,0 ,0 ,2,0 ,0 ,0 ,1,3,1,1,1,1,1,1,3,1,2,3,2,2,12,12,2,2,3,2",14,10,http://static.nonograms.org/files/nonograms/large/yakor9_12_1_1p.png,Anchor
"0 ,0 ,1,1,1,0 ,0 ,4,1,1,1,1,1,1,1,0 ,1,1,1,2,0 ,1,1,3,2,0 ,0 ,0 ,8,1,0 ,1,1,4,1,0 ,0 ,0 ,4,3,0 ,0 ,4,2,1,0 ,0 ,2,1,1,0 ,0 ,3,1,1,0 ,0 ,0 ,2,1,0 ,0 ,0 ,0 ,2,0 ,0 ,0 ,0 ,1",10-May,21054,"0 ,0 ,1,0 ,0 ,0 ,0 ,0 ,1,1,0 ,0 ,0 ,1,1,0 ,2,0 ,0 ,0 ,2,1,0 ,0 ,0 ,1,1,2,1,0 ,1,0 ,2,1,1,0 ,0 ,1,1,3,1,1,6,1,1,1,1,2,2,2,2,3,5,5,1,6,1,1,3,1",14,12,http://static.nonograms.org/files/nonograms/large/oduvanchik12_12_1_1p.png,Dandelion
"0 ,7,0 ,9,2,2,2,2,2,2,0 ,9,4,2,8,2,1,9,1,9,1,9,1,7,2,6,0 ,7",10-Mar,2891,"0 ,0 ,0 ,2,0 ,2,2,2,0 ,0 ,0 ,0 ,7,11,7,2,1,1,1,7,0 ,0 ,4,2,2,1,9,7,7,7,6,12,4",14,11,http://static.nonograms.org/files/nonograms/large/girya_12_1_1p.png,Kettlebell
"0 ,0 ,0 ,3,0 ,0 ,0 ,5,0 ,0 ,1,1,0 ,0 ,7,5,7,1,1,1,0 ,1,5,5,0 ,1,5,5,0 ,1,5,5,0 ,1,5,3,0 ,1,5,3,1,5,1,1,0 ,0 ,7,3,0 ,0 ,1,1,0 ,0 ,0 ,5",10-Mar,20902,"0 ,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2,2,2,2,1,0 ,0 ,0 ,1,0 ,0 ,0 ,0 ,1,9,9,9,9,0 ,0 ,0 ,5,0 ,1,0 ,11,1,1,1,1,1,11,0 ,9,1,9,3,5",14,13,http://static.nonograms.org/files/nonograms/large/plenka_12_1_1p.png,Camera roll
"0 ,0 ,5,0 ,2,4,1,1,1,1,3,2,0 ,5,2,0 ,5,2,0 ,0 ,4,2,2,2,1,4,1,1,4,1,1,4,2,0 ,1,1,0 ,4,4,0 ,0 ,13",10-Apr,3869,"0 ,0 ,0 ,0 ,0 ,0 ,1,0 ,0 ,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1,1,0 ,2,2,0 ,0 ,0 ,0 ,0 ,0 ,5,2,2,2,1,2,1,3,1,0 ,2,2,3,2,5,1,2,6,3,1,1,1,4,2,2,5,2,1,1,1,1,1,2,2,4,2",14,13,http://static.nonograms.org/files/nonograms/large/utochka3_12_1_1p.png,Duck
"0 ,1,1,0 ,5,6,0 ,0 ,13,1,1,9,0 ,0 ,14,0 ,0 ,13,0 ,0 ,14,2,2,8,0 ,0 ,2,0 ,0 ,2,0 ,0 ,2,0 ,0 ,2,0 ,0 ,2,0 ,0 ,2",10-Mar,16155,"5,2,0 ,2,0 ,0 ,0 ,0 ,0 ,7,7,7,0 ,0 ,2,4,6,4,8,5,7,7,7,1,2,2,10,7",14,14,http://static.nonograms.org/files/nonograms/large/koshka42_12_1_1p.png,Cat
"0 ,0 ,0 ,0 ,1,0 ,0 ,0 ,0 ,1,0 ,0 ,1,1,1,0 ,0 ,0 ,1,7,0 ,0 ,0 ,1,3,0 ,0 ,3,3,5,1,1,1,1,1,0 ,0 ,0 ,0 ,13,1,3,1,1,1,0 ,0 ,0 ,3,3,0 ,0 ,2,2,1,0 ,0 ,0 ,2,2,0 ,0 ,0 ,2,2,0 ,0 ,0 ,3,3",10-Apr,17778,"0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1,0 ,0 ,0 ,0 ,0 ,1,2,1,0 ,0 ,0 ,1,2,1,0 ,1,0 ,1,9,1,1,1,3,0 ,3,1,4,1,0 ,1,0 ,1,1,2,2,2,4,7,4,4,3,1,6,1,4",14,14,http://static.nonograms.org/files/nonograms/large/ricar16_12_1_1p.png,Knight
"0 ,0 ,0 ,2,1,0 ,0 ,0 ,1,1,0 ,0 ,3,1,1,0 ,0 ,5,1,1,1,3,3,1,1,0 ,1,2,4,1,0 ,1,3,3,2,0 ,0 ,1,4,3,0 ,0 ,0 ,1,9,0 ,0 ,2,6,1,0 ,0 ,1,5,1,0 ,1,1,1,2,0 ,0 ,2,1,1,0 ,0 ,1,2,2",10-Jun,15120,"0 ,0 ,0 ,0 ,3,0 ,1,0 ,0 ,1,1,3,0 ,0 ,0 ,0 ,3,5,3,2,3,1,0 ,2,1,1,0 ,0 ,0 ,2,1,1,1,4,3,4,1,6,5,1,1,2,3,1,1,1,1,1,2,3,9,1,1,2,1,2",14,14,http://static.nonograms.org/files/nonograms/large/klesh_12_1_1p.png,Tick
"0 ,0 ,0 ,0 ,0 ,2,2,0 ,0 ,0 ,0 ,0 ,2,2,0 ,0 ,0 ,0 ,0 ,4,4,0 ,0 ,0 ,0 ,0 ,3,3,0 ,0 ,0 ,0 ,0 ,2,2,0 ,0 ,1,1,4,1,1,1,1,1,2,1,1,1,0 ,0 ,0 ,0 ,1,8,1,0 ,0 ,0 ,0 ,0 ,0 ,12,0 ,0 ,0 ,0 ,0 ,0 ,8,0 ,0 ,0 ,0 ,2,6,2,0 ,0 ,1,1,4,1,1,0 ,1,1,1,1,1,1,0 ,0 ,0 ,1,1,1,1",10-Apr,11719,"0 ,0 ,5,0 ,0 ,1,0 ,0 ,1,0 ,0 ,5,0 ,0 ,0 ,0 ,1,4,4,1,0 ,0 ,1,4,4,1,0 ,0 ,3,1,1,3,5,1,0 ,0 ,1,5,3,1,1,3,2,1,2,1,1,6,7,7,6,1,1,2,1,2",14,14,http://static.nonograms.org/files/nonograms/large/krab14_12_1_1p.png,Crab
"0 ,0 ,0 ,0 ,4,0 ,0 ,0 ,0 ,8,0 ,0 ,0 ,0 ,10,0 ,0 ,0 ,0 ,12,0 ,0 ,0 ,0 ,12,0 ,0 ,3,2,3,0 ,0 ,4,2,4,0 ,0 ,0 ,0 ,14,0 ,0 ,0 ,0 ,14,0 ,2,2,2,2,1,2,2,2,1,0 ,0 ,0 ,0 ,14,0 ,0 ,4,4,4,0 ,0 ,2,2,2",10-Mar,10040,"0 ,0 ,0 ,0 ,4,5,0 ,0 ,5,4,0 ,0 ,0 ,0 ,0 ,7,7,8,3,3,9,9,3,3,8,7,7,0 ,7,3,4,3,1,2,4,4,2,1,3,4,3,7",14,14,http://static.nonograms.org/files/nonograms/large/prizrak_pac_man_12_1_1p.png,Ghost (Pac-Man)
"0 ,0 ,0 ,0 ,3,3,0 ,0 ,0 ,1,6,1,1,1,1,1,1,1,0 ,0 ,0 ,0 ,5,5,0 ,0 ,0 ,0 ,1,1,0 ,0 ,0 ,1,10,1,0 ,0 ,0 ,0 ,1,1,0 ,0 ,0 ,0 ,0 ,12,0 ,0 ,0 ,0 ,2,2,0 ,0 ,1,1,1,1,1,1,1,1,1,1,0 ,1,1,4,1,1,0 ,0 ,4,1,1,4,0 ,0 ,0 ,0 ,3,3",10-Mar,20208,"0 ,1,1,1,0 ,0 ,0 ,0 ,0 ,0 ,1,1,1,0 ,0 ,1,2,1,3,1,1,1,1,3,1,2,1,0 ,6,2,1,1,1,1,1,1,1,1,1,1,2,6,1,1,3,1,1,1,1,1,1,1,1,3,1,1,2,1,1,4,1,4,1,1,4,1,4,1,1,2",14,14,http://static.nonograms.org/files/nonograms/large/lyagush_12_1_1p.png,Frog
"0 ,0 ,0 ,0 ,1,1,0 ,0 ,0 ,0 ,2,2,0 ,0 ,1,1,1,1,0 ,0 ,0 ,0 ,4,4,0 ,0 ,0 ,0 ,4,4,0 ,0 ,0 ,0 ,4,4,0 ,0 ,2,1,1,2,0 ,1,2,1,2,1,0 ,0 ,0 ,0 ,0 ,9,0 ,0 ,0 ,3,3,3,0 ,0 ,1,3,3,1,0 ,1,1,7,1,1,1,1,1,1,1,1,0 ,0 ,1,1,1,1",10-Mar,16022,"0 ,0 ,2,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2,0 ,0 ,0 ,0 ,5,0 ,0 ,2,1,0 ,1,2,0 ,0 ,5,0 ,0 ,3,6,1,4,0 ,2,2,3,2,2,0 ,4,1,6,3,2,1,3,3,6,1,1,1,1,1,6,3,3,1,2",14,15,http://static.nonograms.org/files/nonograms/large/vesyoliy_krabik_12_1_1p.png,Funny crab
"0 ,0 ,2,3,2,1,2,3,1,1,2,4,1,4,1,3,0 ,3,3,3,1,3,2,3,1,1,1,8,0 ,6,4,2,0 ,0 ,2,3,0 ,0 ,0 ,9,0 ,0 ,1,1,0 ,0 ,1,1,0 ,0 ,1,2,0 ,0 ,2,2",10-Apr,15989,"0 ,0 ,0 ,0 ,0 ,0 ,1,0 ,0 ,0 ,5,0 ,3,0 ,0 ,0 ,1,1,1,1,4,2,1,0 ,3,2,1,3,1,0 ,0 ,1,3,2,3,2,1,2,0 ,2,1,6,2,5,1,5,1,1,3,1,1,1,2,4,5,1,4,2,1,3",14,15,http://static.nonograms.org/files/nonograms/large/pavlin25_12_1_1p.png,Peacock
"0 ,0 ,2,4,0 ,0 ,2,3,0 ,0 ,3,4,0 ,0 ,4,3,0 ,1,3,1,0 ,0 ,3,7,0 ,0 ,5,3,0 ,1,9,2,4,3,1,4,0 ,5,3,2,2,1,1,1,0 ,0 ,0 ,3,0 ,0 ,0 ,3,0 ,0 ,0 ,3",10-Mar,21082,"0 ,0 ,0 ,0 ,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2,0 ,0 ,0 ,3,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1,0 ,1,0 ,3,0 ,3,0 ,1,0 ,0 ,0 ,0 ,3,6,1,8,3,0 ,1,0 ,1,1,2,0 ,0 ,2,2,2,3,2,1,2,12,2,12,1,4,1,6,3",14,15,http://static.nonograms.org/files/nonograms/large/morskaya_zvezda11_12_1_1p.png,Starfish
"0 ,1,0 ,2,4,1,3,2,0 ,6,0 ,7,0 ,6,0 ,6,0 ,7,0 ,8,1,9,2,9,10,2,0 ,13",10-Feb,10001,"0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,11,1,3,3,0 ,3,3,2,4,5,6,8,9,12,14,1,10,2,1,1",14,15,http://static.nonograms.org/files/nonograms/large/pyos5_12_1_1p.png,Dog
"0 ,0 ,1,0 ,0 ,2,0 ,3,1,0 ,5,2,0 ,7,3,0 ,2,8,0 ,0 ,12,1,7,2,1,5,1,0 ,2,3,2,2,1,2,1,2,0 ,2,1,0 ,0 ,15",10-Mar,9467,"0 ,3,0 ,2,0 ,2,0 ,0 ,0 ,0 ,0 ,2,0 ,0 ,3,0 ,1,0 ,1,4,3,8,10,12,6,4,2,3,5,3,1,1,5,2,1,1,1,1,1,1,1,1,3,1,1",14,15,http://static.nonograms.org/files/nonograms/large/riba9_12_1_1p.png,Fish
"5,2,5,2,6,1,1,4,3,4,3,5,0 ,3,0 ,5,0 ,5,0 ,7,0 ,7,0 ,7,2,2,0 ,1",10-Mar,15900,"0 ,0 ,0 ,0 ,0 ,0 ,2,1,1,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,3,3,3,9,1,1,2,1,1,0 ,0 ,0 ,1,1,2,3,6,9,1,9,6,3,3,3,2,1,1",14,15,http://static.nonograms.org/files/nonograms/large/grusha23_12_1_1p.png,Pear
"0 ,0 ,1,0 ,0 ,5,0 ,0 ,3,0 ,5,2,3,5,3,2,8,2,0 ,1,10,0 ,1,9,0 ,1,9,0 ,1,7,0 ,3,7,0 ,0 ,9,0 ,0 ,7,0 ,0 ,5",10-Mar,7658,"0 ,2,1,2,0 ,1,0 ,0 ,0 ,1,0 ,0 ,0 ,0 ,0 ,6,1,2,1,8,11,13,14,13,11,8,3,5,4,2",14,15,http://static.nonograms.org/files/nonograms/large/chaynik16_12_1_1p.png,Kettle
"3,3,5,5,7,6,7,6,7,7,6,8,5,7,6,6,4,6,2,6,1,5,0 ,4,0 ,3,0 ,1",10-Mar,7572,"0 ,0 ,0 ,0 ,0 ,0 ,3,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1,2,0 ,0 ,0 ,0 ,0 ,0 ,0 ,4,7,9,10,11,8,4,6,9,11,11,10,9,7,4",14,15,http://static.nonograms.org/files/nonograms/large/razbitoe_serdce_12_1_1p.png,Broken heart
"0 ,0 ,0 ,3,0 ,0 ,1,6,0 ,3,1,4,0 ,0 ,7,2,0 ,0 ,8,1,0 ,0 ,2,5,0 ,0 ,1,6,1,1,1,5,0 ,0 ,2,2,0 ,1,1,3,0 ,4,2,2,0 ,3,3,4,1,3,3,2,0 ,0 ,1,3",10-May,9090,"0 ,0 ,0 ,0 ,0 ,0 ,0 ,2,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2,3,3,2,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2,3,5,2,1,4,3,3,0 ,0 ,0 ,0 ,2,2,3,1,4,1,1,1,1,3,5,6,2,2,1,1,1,1,2,2,3,4,1,2,1,2,3,2,2,1",14,15,http://static.nonograms.org/files/nonograms/large/muzhchina3_12_1_1p.png,Male
"0 ,0 ,2,2,0 ,0 ,0 ,6,1,2,1,2,0 ,0 ,6,3,0 ,1,1,3,0 ,1,1,3,0 ,0 ,0 ,9,0 ,4,1,2,3,2,2,1,0 ,0 ,8,1,0 ,1,7,2,0 ,1,6,1,4,2,2,3,0 ,0 ,3,3",10-Apr,2923,"0 ,0 ,0 ,0 ,5,0 ,0 ,0 ,2,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1,0 ,0 ,2,2,3,3,1,0 ,0 ,3,3,0 ,0 ,0 ,1,3,5,3,1,1,2,2,5,3,1,2,3,0 ,2,1,1,1,1,9,6,3,6,8,1,1,1,3,2",14,15,http://static.nonograms.org/files/nonograms/large/supergeroy_12_1_1p.png,Superhero
"0 ,0 ,0 ,11,0 ,1,1,1,0 ,1,1,1,0 ,1,1,1,0 ,0 ,0 ,14,0 ,0 ,0 ,15,0 ,0 ,0 ,15,0 ,0 ,0 ,15,0 ,1,5,1,3,1,1,3,0 ,5,3,5,2,2,2,2,0 ,0 ,5,5,0 ,0 ,3,3",10-Mar,1727,"0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1,0 ,0 ,0 ,0 ,4,0 ,0 ,0 ,1,1,0 ,0 ,1,1,4,1,0 ,4,4,2,4,8,1,5,5,9,1,4,4,2,4,9,3,5,2,5,3,6,1,1,1,6,3,5,2,5,3",14,15,http://static.nonograms.org/files/nonograms/large/mashinka_12_1_1p.png,Toy car
"0 ,3,9,3,1,6,3,2,6,4,3,6,0 ,1,6,1,1,9,1,1,9,1,1,5,3,3,3,3,3,1,0 ,1,3,0 ,1,3,0 ,0 ,3,0 ,0 ,1",10-Mar,2871,"0 ,0 ,0 ,0 ,0 ,0 ,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,4,4,0 ,0 ,0 ,2,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2,5,1,0 ,1,2,4,1,0 ,0 ,0 ,0 ,0 ,0 ,14,1,2,1,4,3,3,2,5,9,9,8,8,7,7",14,15,http://static.nonograms.org/files/nonograms/large/lestnica_12_1_1p.png,Stairs
"0 ,0 ,0 ,1,1,0 ,0 ,0 ,1,1,0 ,0 ,0 ,0 ,3,0 ,0 ,0 ,0 ,4,0 ,0 ,0 ,0 ,4,0 ,0 ,0 ,2,6,0 ,0 ,2,2,2,0 ,0 ,4,2,2,0 ,3,1,2,1,1,2,2,1,1,0 ,1,1,2,1,0 ,0 ,2,4,1,0 ,0 ,2,1,2,0 ,0 ,0 ,7,4",10-May,15868,"0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1,1,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1,2,2,2,1,2,1,0 ,2,0 ,0 ,0 ,1,0 ,0 ,8,3,2,1,1,1,2,3,2,1,4,0 ,0 ,2,4,10,2,2,1,1,1,1,1,1,1,1,2,2,1",14,16,http://static.nonograms.org/files/nonograms/large/ulitka40_12_1_1p.png,Snail
"0 ,0 ,0 ,3,0 ,0 ,0 ,5,0 ,3,3,2,0 ,3,1,5,0 ,3,3,4,0 ,3,5,3,0 ,3,7,3,0 ,3,9,2,2,4,4,1,6,1,1,5,4,1,1,4,0 ,0 ,4,4,0 ,0 ,0 ,13,0 ,0 ,0 ,13",10-Mar,77,"0 ,0 ,0 ,0 ,0 ,0 ,0 ,3,0 ,3,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,3,4,2,4,3,0 ,0 ,0 ,0 ,0 ,0 ,0 ,3,3,3,3,4,2,5,2,4,3,3,5,6,0 ,3,4,5,6,7,8,2,2,2,2,2,8,7,6,5,4",14,16,http://static.nonograms.org/files/nonograms/large/small_house_12_1_1p.png,Lodge
"0 ,0 ,0 ,0 ,6,0 ,0 ,0 ,0 ,8,0 ,0 ,0 ,0 ,8,0 ,0 ,4,1,5,3,1,1,1,1,0 ,3,1,1,1,0 ,0 ,2,1,1,0 ,0 ,2,2,1,0 ,0 ,3,1,1,0 ,3,1,1,1,0 ,0 ,2,2,7,0 ,1,1,1,1,0 ,0 ,5,1,1,0 ,0 ,0 ,7,3,0 ,0 ,0 ,0 ,12",10-Mar,3926,"0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1,1,0 ,0 ,0 ,0 ,0 ,0 ,3,3,6,2,0 ,2,1,3,1,0 ,0 ,9,11,6,4,1,1,3,2,1,1,1,1,2,2,0 ,2,3,7,3,5,3,2,1,1,2,6,2,1,2,1",15,15,http://static.nonograms.org/files/nonograms/large/oficiant5_12_1_1p.png,Waiter
"0 ,0 ,0 ,0 ,6,0 ,0 ,0 ,0 ,9,0 ,0 ,0 ,3,10,0 ,0 ,0 ,2,10,0 ,0 ,0 ,1,10,0 ,0 ,0 ,1,10,0 ,2,1,2,3,0 ,2,2,3,2,0 ,0 ,0 ,2,7,0 ,0 ,0 ,2,8,0 ,0 ,0 ,2,6,0 ,0 ,0 ,2,8,0 ,1,6,3,1,2,2,1,1,2,0 ,5,2,2,2",10-Apr,2966,"0 ,0 ,2,0 ,0 ,0 ,0 ,6,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1,1,2,4,1,7,5,2,0 ,0 ,0 ,6,0 ,7,5,2,4,2,2,1,1,3,2,0 ,0 ,6,5,9,2,2,2,2,1,1,1,3,2,1,15,12,8,1,4,2,1",15,15,http://static.nonograms.org/files/nonograms/large/osminog6_12_1_1p.png,Octopus
"0 ,0 ,0 ,0 ,0 ,3,0 ,0 ,0 ,0 ,5,3,0 ,0 ,0 ,0 ,5,1,0 ,0 ,0 ,0 ,5,4,0 ,1,1,1,1,4,0 ,0 ,0 ,1,3,1,0 ,0 ,0 ,0 ,10,3,0 ,0 ,0 ,0 ,7,4,0 ,0 ,0 ,0 ,0 ,9,0 ,0 ,1,5,4,1,1,1,1,2,2,1,0 ,1,1,2,2,3,0 ,0 ,1,2,1,3,0 ,0 ,2,1,3,4,0 ,0 ,1,1,3,2",10-Apr,2135,"0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1,0 ,0 ,1,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,3,2,1,2,1,1,3,0 ,0 ,0 ,4,0 ,4,4,3,2,1,1,1,2,1,1,3,3,4,5,0 ,5,5,2,2,1,1,2,2,1,3,6,2,7,3,12,3,1,2,1,1,2,1,1,2,1",15,15,http://static.nonograms.org/files/nonograms/large/osminog_12_1_1p.png,Octopus
"0 ,0 ,0 ,4,0 ,0 ,2,2,0 ,5,1,1,0 ,7,2,2,0 ,2,2,4,0 ,2,2,2,0 ,0 ,2,1,0 ,0 ,9,1,0 ,1,1,2,1,3,1,1,1,3,1,3,1,1,1,3,1,1,1,1,0 ,0 ,2,2,0 ,0 ,0 ,7",10-Apr,3419,"0 ,0 ,0 ,2,2,2,0 ,0 ,0 ,0 ,0 ,1,0 ,0 ,0 ,0 ,0 ,0 ,1,1,1,4,3,0 ,0 ,2,2,0 ,0 ,0 ,0 ,5,6,2,4,2,1,1,0 ,0 ,2,1,1,2,0 ,7,2,1,1,1,1,1,2,7,3,2,2,9,2,3",15,15,http://static.nonograms.org/files/nonograms/large/zamok_i_klyuch_12_1_1p.png,Lock and key
"0 ,0 ,5,0 ,0 ,9,0 ,0 ,11,0 ,0 ,13,4,3,4,4,3,4,0 ,0 ,15,0 ,0 ,15,0 ,0 ,15,2,9,2,3,7,3,0 ,3,3,0 ,4,4,0 ,0 ,9,0 ,0 ,5",10-Mar,6263,"0 ,0 ,0 ,0 ,3,4,0 ,0 ,0 ,4,3,0 ,0 ,0 ,0 ,0 ,0 ,7,9,5,5,11,11,11,5,5,9,7,0 ,0 ,7,9,3,3,2,3,2,2,2,3,2,3,3,9,7",15,15,http://static.nonograms.org/files/nonograms/large/smaylik6_12_1_1p.png,Smiley
"0 ,2,1,2,0 ,6,0 ,2,0 ,2,0 ,2,2,4,2,8,1,10,2,11,3,8,0 ,6,1,1,1,1,2,2",10-Apr,2897,"0 ,0 ,0 ,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1,2,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1,2,2,2,5,3,5,0 ,0 ,6,0 ,0 ,0 ,0 ,3,2,1,2,2,4,1,9,6,1,9,5,4,2",15,14,http://static.nonograms.org/files/nonograms/large/straus2_12_1_1p.png,Ostrich
